ID,Title,Year,Author,Link,Start,End,ChartType,SourceWebsite
176,VEGANS vs MEAT EATERS - Who Will Live Longer? Food / Diet Comparison,2017,The Infographics Show,https://www.youtube.com/watch?v=sAN1J4PY6is,00:46,00:52,donut,https://datavideos.github.io/narration-animation-study/#/clips
177,Is Amazon Too Big?,2019,PolyMatter,https://www.youtube.com/watch?v=EYPs-ya_GDA,06:19,06:44,donut,https://datavideos.github.io/narration-animation-study/#/clips
178,Weed: 12 Interesting Facts You Should Know,2015,The Infographics Show,https://www.youtube.com/watch?v=HrWVVCuMbdg,00:50,00:53,donut,https://datavideos.github.io/narration-animation-study/#/clips
179,Weed: 12 Interesting Facts You Should Know,2015,The Infographics Show,https://www.youtube.com/watch?v=HrWVVCuMbdg,00:25,00:38,donut,https://datavideos.github.io/narration-animation-study/#/clips
180,CIA Spent $20 Million Training Cats To Be Spies - Unbelievable But True Cat Facts,2015,The Infographics Show,https://www.youtube.com/watch?v=zbTdT6wkY8k,02:14,02:20,donut,https://datavideos.github.io/narration-animation-study/#/clips
181,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,02:12,02:16,donut,https://datavideos.github.io/narration-animation-study/#/clips
182,The gun solution we're not talking about,2019,Vox,https://www.youtube.com/watch?v=ENw2y0ek1Jg,00:39,00:48,donut,https://datavideos.github.io/narration-animation-study/#/clips
183,The Solar System -- our home in space,2013,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=KsF_hdjWJjo,04:07,04:20,donut,https://datavideos.github.io/narration-animation-study/#/clips
184,The Economics of K-Pop,2019,PolyMatter,https://www.youtube.com/watch?v=-bbfFf07WNw,01:00,01:06,donut,https://datavideos.github.io/narration-animation-study/#/clips
185,The gun solution we're not talking about,2019,Vox,https://www.youtube.com/watch?v=ENw2y0ek1Jg,04:10,04:12,donut,https://datavideos.github.io/narration-animation-study/#/clips
186,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,07:26,07:30,donut,https://datavideos.github.io/narration-animation-study/#/clips
187,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,07:22,07:25,donut,https://datavideos.github.io/narration-animation-study/#/clips
188,Fracking explained: opportunity or danger,2013,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=Uti2niW2BRA,01:17,01:22,donut,https://datavideos.github.io/narration-animation-study/#/clips
189,The gun solution we're not talking about,2019,Vox,https://www.youtube.com/watch?v=ENw2y0ek1Jg,05:44,05:52,donut,https://datavideos.github.io/narration-animation-study/#/clips
190,The Solar System -- our home in space,2013,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=KsF_hdjWJjo,01:16,01:19,donut,https://datavideos.github.io/narration-animation-study/#/clips
191,The Economics of K-Pop,2019,PolyMatter,https://www.youtube.com/watch?v=-bbfFf07WNw,01:07,01:14,donut,https://datavideos.github.io/narration-animation-study/#/clips
192,How IKEA Became Sweden’s National Brand,2020,PolyMatter,https://www.youtube.com/watch?v=AABqfDIbXSI,04:48,04:55,line,https://datavideos.github.io/narration-animation-study/#/clips
193,The Economics of Uber,2018,PolyMatter,https://www.youtube.com/watch?v=jzFTwBkIC5o,02:37,02:45,line,https://datavideos.github.io/narration-animation-study/#/clips
194,Why the Green New Deal matters,2019,The Guardian,https://www.youtube.com/watch?v=uampTRW4KbQ,01:32,01:36,line,https://datavideos.github.io/narration-animation-study/#/clips
195,Why are houses so expensive?,2020,The Guardian,https://www.youtube.com/watch?v=vhAXp0xzMFg,02:40,02:46,line,https://datavideos.github.io/narration-animation-study/#/clips
196,"The Electoral College, explained",2020,Vox,https://www.youtube.com/watch?v=ajavsMbCapY,07:02,07:10,line,https://datavideos.github.io/narration-animation-study/#/clips
197,Why are houses so expensive?,2020,The Guardian,https://www.youtube.com/watch?v=vhAXp0xzMFg,03:09,03:32,line,https://datavideos.github.io/narration-animation-study/#/clips
198,Is Amazon Too Big?,2019,PolyMatter,https://www.youtube.com/watch?v=EYPs-ya_GDA,07:40,07:53,line,https://datavideos.github.io/narration-animation-study/#/clips
199,The End of the SAT?,2020,PolyMatter,https://www.youtube.com/watch?v=cKQLKf3dS1Y,09:08,09:18,line,https://datavideos.github.io/narration-animation-study/#/clips
200,The End of the SAT?,2020,PolyMatter,https://www.youtube.com/watch?v=cKQLKf3dS1Y,04:54,05:16,line,https://datavideos.github.io/narration-animation-study/#/clips
201,Overpopulation & Africa,2019,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=NMo3nZHVrZ4,03:47,03:54,line,https://datavideos.github.io/narration-animation-study/#/clips
202,The End of the SAT?,2020,PolyMatter,https://www.youtube.com/watch?v=cKQLKf3dS1Y,04:36,04:49,line,https://datavideos.github.io/narration-animation-study/#/clips
203,Why the $5 Footlong Failed: How Franchising Works,2019,PolyMatter,https://www.youtube.com/watch?v=1rb3bMvDdX4,01:07,01:15,line,https://datavideos.github.io/narration-animation-study/#/clips
204,Should you wear a bike helmet?,2018,The Guardian,https://www.youtube.com/watch?v=RWhMEkMtLy0,01:08,01:15,line,https://datavideos.github.io/narration-animation-study/#/clips
205,The Biology of Business,2018,PolyMatter,https://www.youtube.com/watch?v=4A89J4zrBw8,01:07,01:14,line,https://datavideos.github.io/narration-animation-study/#/clips
206,How America's abortion obsession was sparked on a conference call,2019,The Guardian,https://www.youtube.com/watch?v=Vuw7cj2PvYQ,05:11,05:23,line,https://datavideos.github.io/narration-animation-study/#/clips
207,Scottish independence referendum 2014 explained | Guardian Animations,2014,The Guardian,https://www.youtube.com/watch?v=zIeVmqVB9pQ,03:32,03:36,line,https://datavideos.github.io/narration-animation-study/#/clips
208,Should we abolish private schools?,2019,The Guardian,https://www.youtube.com/watch?v=pN36jVSp1x0,02:24,02:28,line,https://datavideos.github.io/narration-animation-study/#/clips
209,How The Stock Exchange Works (For Dummies),2013,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=F3QpgXBtDeo,01:57,02:15,line,https://datavideos.github.io/narration-animation-study/#/clips
210,Subscription Affliction - Everything is $10/month,2018,PolyMatter,https://www.youtube.com/watch?v=lTKuQQegNTs,04:51,05:01,line,https://datavideos.github.io/narration-animation-study/#/clips
211,How The Stock Exchange Works (For Dummies),2013,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=F3QpgXBtDeo,00:59,01:14,line,https://datavideos.github.io/narration-animation-study/#/clips
212,Why the Green New Deal matters,2019,The Guardian,https://www.youtube.com/watch?v=uampTRW4KbQ,05:14,05:17,line,https://datavideos.github.io/narration-animation-study/#/clips
213,The End of the SAT?,2020,PolyMatter,https://www.youtube.com/watch?v=cKQLKf3dS1Y,06:56,07:07,line,https://datavideos.github.io/narration-animation-study/#/clips
214,How Somalia’s Pirates Make Money,2019,PolyMatter,https://www.youtube.com/watch?v=dZh0B8AYxac,05:33,05:38,line,https://datavideos.github.io/narration-animation-study/#/clips
215,"Do cyclists think they're above the law, and does it even matter?",2019,The Guardian,https://www.youtube.com/watch?v=DBP2LTQxqZ8,05:56,06:10,line,https://datavideos.github.io/narration-animation-study/#/clips
216,Why are houses so expensive?,2020,The Guardian,https://www.youtube.com/watch?v=vhAXp0xzMFg,04:33,04:43,line,https://datavideos.github.io/narration-animation-study/#/clips
217,How American CEOs got so rich,2019,Vox,https://www.youtube.com/watch?v=ylLTMYt24lA,02:46,03:03,line,https://datavideos.github.io/narration-animation-study/#/clips
218,How American CEOs got so rich,2019,Vox,https://www.youtube.com/watch?v=ylLTMYt24lA,04:13,04:32,line,https://datavideos.github.io/narration-animation-study/#/clips
219,How American CEOs got so rich,2019,Vox,https://www.youtube.com/watch?v=ylLTMYt24lA,04:33,04:43,line,https://datavideos.github.io/narration-animation-study/#/clips
220,Why African-Americans left the south in droves — and what's bringing them back,2017,Vox,https://www.youtube.com/watch?v=VCdTyl141bA,05:22,05:31,line,https://datavideos.github.io/narration-animation-study/#/clips
221,How American CEOs got so rich,2019,Vox,https://www.youtube.com/watch?v=ylLTMYt24lA,04:59,05:15,line,https://datavideos.github.io/narration-animation-study/#/clips
222,How American CEOs got so rich,2019,Vox,https://www.youtube.com/watch?v=ylLTMYt24lA,09:29,09:51,line,https://datavideos.github.io/narration-animation-study/#/clips
223,How wealth inequality is dangerous for America,2014,Vox,https://www.youtube.com/watch?v=6Xa9T2OMzmw,00:21,00:25,line,https://datavideos.github.io/narration-animation-study/#/clips
224,How wealth inequality is dangerous for America,2014,Vox,https://www.youtube.com/watch?v=6Xa9T2OMzmw,00:43,00:46,line,https://datavideos.github.io/narration-animation-study/#/clips
225,Why are houses so expensive?,2020,The Guardian,https://www.youtube.com/watch?v=vhAXp0xzMFg,04:08,04:21,line,https://datavideos.github.io/narration-animation-study/#/clips
226,How wealth inequality is dangerous for America,2014,Vox,https://www.youtube.com/watch?v=6Xa9T2OMzmw,01:42,01:48,line,https://datavideos.github.io/narration-animation-study/#/clips
227,"The Electoral College, explained",2020,Vox,https://www.youtube.com/watch?v=ajavsMbCapY,00:54,01:03,line,https://datavideos.github.io/narration-animation-study/#/clips
228,Why African-Americans left the south in droves — and what's bringing them back,2017,Vox,https://www.youtube.com/watch?v=VCdTyl141bA,00:13,00:17,line,https://datavideos.github.io/narration-animation-study/#/clips
229,Why African-Americans left the south in droves — and what's bringing them back,2017,Vox,https://www.youtube.com/watch?v=VCdTyl141bA,00:25,00:31,line,https://datavideos.github.io/narration-animation-study/#/clips
230,Not Everyone Should Code,2018,PolyMatter,https://www.youtube.com/watch?v=EFwa5Owp0-k,06:09,06:11,line,https://datavideos.github.io/narration-animation-study/#/clips
231,The gun solution we're not talking about,2019,Vox,https://www.youtube.com/watch?v=ENw2y0ek1Jg,05:17,05:43,line,https://datavideos.github.io/narration-animation-study/#/clips
232,The problem with America's college entrance exam,2019,Vox,https://www.youtube.com/watch?v=WjVVwMGJ9S8,03:25,03:29,line,https://datavideos.github.io/narration-animation-study/#/clips
233,Not Everyone Should Code,2018,PolyMatter,https://www.youtube.com/watch?v=EFwa5Owp0-k,02:25,02:31,line,https://datavideos.github.io/narration-animation-study/#/clips
234,Not Everyone Should Code,2018,PolyMatter,https://www.youtube.com/watch?v=EFwa5Owp0-k,06:23,06:30,line,https://datavideos.github.io/narration-animation-study/#/clips
235,Why are houses so expensive?,2020,The Guardian,https://www.youtube.com/watch?v=vhAXp0xzMFg,05:28,05:38,line,https://datavideos.github.io/narration-animation-study/#/clips
236,How Somalia’s Pirates Make Money,2019,PolyMatter,https://www.youtube.com/watch?v=dZh0B8AYxac,03:39,03:47,map,https://datavideos.github.io/narration-animation-study/#/clips
237,How Somalia’s Pirates Make Money,2019,PolyMatter,https://www.youtube.com/watch?v=dZh0B8AYxac,02:33,02:51,map,https://datavideos.github.io/narration-animation-study/#/clips
238,Why Israel is a Tech Capital of the World,2019,PolyMatter,https://www.youtube.com/watch?v=RuPx61911Oo,07:55,08:09,map,https://datavideos.github.io/narration-animation-study/#/clips
239,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,09:03,09:06,map,https://datavideos.github.io/narration-animation-study/#/clips
240,Milk. White Poison or Healthy Drink?,2020,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=oakWgLqCwUc,02:06,02:22,map,https://datavideos.github.io/narration-animation-study/#/clips
241,The Economics of K-Pop,2019,PolyMatter,https://www.youtube.com/watch?v=-bbfFf07WNw,02:34,03:13,map,https://datavideos.github.io/narration-animation-study/#/clips
242,Dubai's Plan to Outlive Oil,2018,PolyMatter,https://www.youtube.com/watch?v=-dsM8zPGqa0,04:54,05:07,map,https://datavideos.github.io/narration-animation-study/#/clips
243,The Economics of K-Pop,2019,PolyMatter,https://www.youtube.com/watch?v=-bbfFf07WNw,02:01,02:12,map,https://datavideos.github.io/narration-animation-study/#/clips
244,Dubai's Plan to Outlive Oil,2018,PolyMatter,https://www.youtube.com/watch?v=-dsM8zPGqa0,03:06,04:20,map,https://datavideos.github.io/narration-animation-study/#/clips
245,Dubai's Plan to Outlive Oil,2018,PolyMatter,https://www.youtube.com/watch?v=-dsM8zPGqa0,02:39,02:52,map,https://datavideos.github.io/narration-animation-study/#/clips
246,Is War Over? — A Paradox Explained,2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=NbuUW9i-mHs,01:43,01:57,map,https://datavideos.github.io/narration-animation-study/#/clips
247,Why the $5 Footlong Failed: How Franchising Works,2019,PolyMatter,https://www.youtube.com/watch?v=1rb3bMvDdX4,06:52,07:15,map,https://datavideos.github.io/narration-animation-study/#/clips
248,Is War Over? — A Paradox Explained,2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=NbuUW9i-mHs,00:34,00:52,map,https://datavideos.github.io/narration-animation-study/#/clips
249,Why the $5 Footlong Failed: How Franchising Works,2019,PolyMatter,https://www.youtube.com/watch?v=1rb3bMvDdX4,03:22,03:37,map,https://datavideos.github.io/narration-animation-study/#/clips
250,"Iraq Explained -- ISIS, Syria and War",2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=AQPlREDW-Ro,00:50,00:52,map,https://datavideos.github.io/narration-animation-study/#/clips
251,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,09:12,09:23,map,https://datavideos.github.io/narration-animation-study/#/clips
252,Why the $5 Footlong Failed: How Franchising Works,2019,PolyMatter,https://www.youtube.com/watch?v=1rb3bMvDdX4,01:16,01:20,map,https://datavideos.github.io/narration-animation-study/#/clips
253,How Somalia’s Pirates Make Money,2019,PolyMatter,https://www.youtube.com/watch?v=dZh0B8AYxac,01:02,01:07,map,https://datavideos.github.io/narration-animation-study/#/clips
254,Why the $5 Footlong Failed: How Franchising Works,2019,PolyMatter,https://www.youtube.com/watch?v=1rb3bMvDdX4,00:37,00:41,map,https://datavideos.github.io/narration-animation-study/#/clips
255,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,09:28,09:32,map,https://datavideos.github.io/narration-animation-study/#/clips
256,How IKEA Became Sweden’s National Brand,2020,PolyMatter,https://www.youtube.com/watch?v=AABqfDIbXSI,05:32,05:52,map,https://datavideos.github.io/narration-animation-study/#/clips
257,Is War Over? — A Paradox Explained,2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=NbuUW9i-mHs,05:17,05:18,map,https://datavideos.github.io/narration-animation-study/#/clips
258,How Somalia’s Pirates Make Money,2019,PolyMatter,https://www.youtube.com/watch?v=dZh0B8AYxac,01:44,02:00,map,https://datavideos.github.io/narration-animation-study/#/clips
259,Dubai's Plan to Outlive Oil,2018,PolyMatter,https://www.youtube.com/watch?v=-dsM8zPGqa0,00:07,00:26,map,https://datavideos.github.io/narration-animation-study/#/clips
260,The Economics of K-Pop,2019,PolyMatter,https://www.youtube.com/watch?v=-bbfFf07WNw,06:32,06:53,map,https://datavideos.github.io/narration-animation-study/#/clips
261,Why African-Americans left the south in droves — and what's bringing them back,2017,Vox,https://www.youtube.com/watch?v=VCdTyl141bA,03:35,03:44,map,https://datavideos.github.io/narration-animation-study/#/clips
262,Dubai's Plan to Outlive Oil,2018,PolyMatter,https://www.youtube.com/watch?v=-dsM8zPGqa0,06:26,07:00,map,https://datavideos.github.io/narration-animation-study/#/clips
263,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,03:22,03:25,map,https://datavideos.github.io/narration-animation-study/#/clips
264,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,03:33,03:35,map,https://datavideos.github.io/narration-animation-study/#/clips
265,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,03:42,03:51,map,https://datavideos.github.io/narration-animation-study/#/clips
266,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,03:53,03:56,map,https://datavideos.github.io/narration-animation-study/#/clips
267,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,04:04,04:06,map,https://datavideos.github.io/narration-animation-study/#/clips
268,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,04:14,04:17,map,https://datavideos.github.io/narration-animation-study/#/clips
269,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,04:24,04:27,map,https://datavideos.github.io/narration-animation-study/#/clips
270,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,04:40,04:43,map,https://datavideos.github.io/narration-animation-study/#/clips
271,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,04:54,04:57,map,https://datavideos.github.io/narration-animation-study/#/clips
272,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,03:09,03:20,map,https://datavideos.github.io/narration-animation-study/#/clips
273,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,05:12,05:28,map,https://datavideos.github.io/narration-animation-study/#/clips
274,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,01:56,02:17,map,https://datavideos.github.io/narration-animation-study/#/clips
275,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,01:51,01:55,map,https://datavideos.github.io/narration-animation-study/#/clips
276,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,00:48,00:49,map,https://datavideos.github.io/narration-animation-study/#/clips
277,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,00:27,00:34,map,https://datavideos.github.io/narration-animation-study/#/clips
278,What Would Happen If the World Suddenly Became Vegetarian?,2017,The Infographics Show,https://www.youtube.com/watch?v=2pPwwU1N9hM,00:15,00:21,map,https://datavideos.github.io/narration-animation-study/#/clips
279,Is Solar Energy Really Better Than Nuclear Energy?,2017,The Infographics Show,https://www.youtube.com/watch?v=Z6rilA4uTlQ,02:02,02:09,map,https://datavideos.github.io/narration-animation-study/#/clips
280,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,00:10,00:19,map,https://datavideos.github.io/narration-animation-study/#/clips
281,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,00:00,00:09,map,https://datavideos.github.io/narration-animation-study/#/clips
282,Weed: 12 Interesting Facts You Should Know,2015,The Infographics Show,https://www.youtube.com/watch?v=HrWVVCuMbdg,00:46,00:49,map,https://datavideos.github.io/narration-animation-study/#/clips
283,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,04:23,04:25,map,https://datavideos.github.io/narration-animation-study/#/clips
284,Dubai's Plan to Outlive Oil,2018,PolyMatter,https://www.youtube.com/watch?v=-dsM8zPGqa0,05:51,06:25,map,https://datavideos.github.io/narration-animation-study/#/clips
285,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,02:52,02:57,map,https://datavideos.github.io/narration-animation-study/#/clips
286,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,02:26,02:38,map,https://datavideos.github.io/narration-animation-study/#/clips
287,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,08:28,08:51,map,https://datavideos.github.io/narration-animation-study/#/clips
288,The Most Overvalued Startup in the World?,2019,PolyMatter,https://www.youtube.com/watch?v=DwAyUV6hTf8,01:06,01:12,map,https://datavideos.github.io/narration-animation-study/#/clips
289,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,07:05,07:13,map,https://datavideos.github.io/narration-animation-study/#/clips
290,The Most Overvalued Startup in the World?,2019,PolyMatter,https://www.youtube.com/watch?v=DwAyUV6hTf8,02:51,03:07,map,https://datavideos.github.io/narration-animation-study/#/clips
291,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,06:35,06:55,map,https://datavideos.github.io/narration-animation-study/#/clips
292,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,02:51,03:02,map,https://datavideos.github.io/narration-animation-study/#/clips
293,The Economics of Uber,2018,PolyMatter,https://www.youtube.com/watch?v=jzFTwBkIC5o,00:14,00:23,map,https://datavideos.github.io/narration-animation-study/#/clips
294,"Iraq Explained -- ISIS, Syria and War",2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=AQPlREDW-Ro,01:05,01:13,map,https://datavideos.github.io/narration-animation-study/#/clips
295,The Economics of Uber,2018,PolyMatter,https://www.youtube.com/watch?v=jzFTwBkIC5o,07:48,07:53,map,https://datavideos.github.io/narration-animation-study/#/clips
296,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,02:41,02:44,map,https://datavideos.github.io/narration-animation-study/#/clips
297,How to Save the Online Economy,2018,PolyMatter,https://www.youtube.com/watch?v=w8Il1y1hTFc,01:04,01:15,map,https://datavideos.github.io/narration-animation-study/#/clips
298,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,04:29,04:37,map,https://datavideos.github.io/narration-animation-study/#/clips
299,Why scientists are so worried about this glacier,2020,Vox,https://www.youtube.com/watch?v=XRUxTFWWWdY,04:26,04:29,map,https://datavideos.github.io/narration-animation-study/#/clips
300,The End of the SAT?,2020,PolyMatter,https://www.youtube.com/watch?v=cKQLKf3dS1Y,01:21,01:36,map,https://datavideos.github.io/narration-animation-study/#/clips
301,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,00:46,00:51,map,https://datavideos.github.io/narration-animation-study/#/clips
302,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,01:02,01:04,map,https://datavideos.github.io/narration-animation-study/#/clips
303,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,01:16,01:31,map,https://datavideos.github.io/narration-animation-study/#/clips
304,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,01:34,01:48,map,https://datavideos.github.io/narration-animation-study/#/clips
305,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,01:51,01:54,map,https://datavideos.github.io/narration-animation-study/#/clips
306,This is The Hardest Language In The World,2018,The Infographics Show,https://www.youtube.com/watch?v=EsekToq3xx4,02:10,02:24,map,https://datavideos.github.io/narration-animation-study/#/clips
307,Why In-N-Out Isn't Coming to a City Near You,2019,PolyMatter,https://www.youtube.com/watch?v=xfQBkdLa6fo,00:17,00:35,map,https://datavideos.github.io/narration-animation-study/#/clips
308,"Iraq Explained -- ISIS, Syria and War",2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=AQPlREDW-Ro,01:44,01:48,map,https://datavideos.github.io/narration-animation-study/#/clips
309,Why Israel is a Tech Capital of the World,2019,PolyMatter,https://www.youtube.com/watch?v=RuPx61911Oo,03:14,03:25,map,https://datavideos.github.io/narration-animation-study/#/clips
310,"Iraq Explained -- ISIS, Syria and War",2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=AQPlREDW-Ro,03:40,03:55,map,https://datavideos.github.io/narration-animation-study/#/clips
311,Scottish independence referendum 2014 explained | Guardian Animations,2014,The Guardian,https://www.youtube.com/watch?v=zIeVmqVB9pQ,01:19,01:23,map,https://datavideos.github.io/narration-animation-study/#/clips
312,Scottish independence referendum 2014 explained | Guardian Animations,2014,The Guardian,https://www.youtube.com/watch?v=zIeVmqVB9pQ,00:58,01:06,map,https://datavideos.github.io/narration-animation-study/#/clips
313,Why American public transit is so bad | 2020 Election,2020,Vox,https://www.youtube.com/watch?v=-ZDZtBRTyeI,01:03,01:04,map,https://datavideos.github.io/narration-animation-study/#/clips
314,Scottish independence referendum 2014 explained | Guardian Animations,2014,The Guardian,https://www.youtube.com/watch?v=zIeVmqVB9pQ,00:08,00:20,map,https://datavideos.github.io/narration-animation-study/#/clips
315,Should we abolish private schools?,2019,The Guardian,https://www.youtube.com/watch?v=pN36jVSp1x0,04:44,04:54,map,https://datavideos.github.io/narration-animation-study/#/clips
316,"The Electoral College, explained",2020,Vox,https://www.youtube.com/watch?v=ajavsMbCapY,02:31,02:36,map,https://datavideos.github.io/narration-animation-study/#/clips
317,"The Electoral College, explained",2020,Vox,https://www.youtube.com/watch?v=ajavsMbCapY,03:42,03:57,map,https://datavideos.github.io/narration-animation-study/#/clips
318,"The Electoral College, explained",2020,Vox,https://www.youtube.com/watch?v=ajavsMbCapY,04:12,04:23,map,https://datavideos.github.io/narration-animation-study/#/clips
319,"The Electoral College, explained",2020,Vox,https://www.youtube.com/watch?v=ajavsMbCapY,04:30,04:36,map,https://datavideos.github.io/narration-animation-study/#/clips
320,Overpopulation & Africa,2019,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=NMo3nZHVrZ4,00:38,00:39,map,https://datavideos.github.io/narration-animation-study/#/clips
321,The gun solution we're not talking about,2019,Vox,https://www.youtube.com/watch?v=ENw2y0ek1Jg,03:34,03:43,map,https://datavideos.github.io/narration-animation-study/#/clips
322,Overpopulation & Africa,2019,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=NMo3nZHVrZ4,01:22,01:28,map,https://datavideos.github.io/narration-animation-study/#/clips
323,"Iraq Explained -- ISIS, Syria and War",2014,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=AQPlREDW-Ro,02:33,02:46,map,https://datavideos.github.io/narration-animation-study/#/clips
324,How Ukip normalised far-right politics,2019,The Guardian,https://www.youtube.com/watch?v=DCnd8KA-iPk,00:20,00:26,map,https://datavideos.github.io/narration-animation-study/#/clips
325,How Ukip normalised far-right politics,2019,The Guardian,https://www.youtube.com/watch?v=DCnd8KA-iPk,00:00,00:08,map,https://datavideos.github.io/narration-animation-study/#/clips
326,Overpopulation & Africa,2019,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=NMo3nZHVrZ4,02:02,02:06,map,https://datavideos.github.io/narration-animation-study/#/clips
327,The Coronavirus Explained & What You Should Do,2020,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=BtN-goy9VOY,07:17,07:24,map,https://datavideos.github.io/narration-animation-study/#/clips
328,Why American public transit is so bad | 2020 Election,2020,Vox,https://www.youtube.com/watch?v=-ZDZtBRTyeI,05:09,05:14,map,https://datavideos.github.io/narration-animation-study/#/clips
329,Why American public transit is so bad | 2020 Election,2020,Vox,https://www.youtube.com/watch?v=-ZDZtBRTyeI,04:58,05:08,map,https://datavideos.github.io/narration-animation-study/#/clips
330,Why American public transit is so bad | 2020 Election,2020,Vox,https://www.youtube.com/watch?v=-ZDZtBRTyeI,04:41,04:44,map,https://datavideos.github.io/narration-animation-study/#/clips
331,Why American public transit is so bad | 2020 Election,2020,Vox,https://www.youtube.com/watch?v=-ZDZtBRTyeI,04:36,04:41,map,https://datavideos.github.io/narration-animation-study/#/clips
